,im_path,set_name,sharpness,noise,motion_blur,contrast,saturation,lines,symmetry,faces,number_of_faces,faces_sharp_all,faces_noise_all,faces_motion_blur_all,eye_ear_list
0,100/img-2011-07-01-0955-1.JPG,100,32.0,15.0,42.0,"[0.5731577, 0.27944005, 0.8156862780451775]",0.10466746985912323,"[1.5437758776076318, 74.02702209328699]","[9.9622532831943, 10.225385181389074]",rectangles[],0,[],[],[],[]
1,100/img-2011-07-01-0955.JPG,100,39.0,17.0,62.0,"[0.6489286, 0.3046805, 0.8901960775256157]",0.09222488105297089,"[1.2106031823770664, 82.28000972289685]","[10.172878889713823, 10.398059382866535]","rectangles[[(1650, 480) (2205, 1035)]]",1,[7.0],[3.0],[16.0],"[(0.25205576782082, 0.24215525922248218)]"
2,101/img-2011-07-01-1103-1.JPG,101,41.0,25.0,58.0,"[0.37268257, 0.19458061, 0.45098041743040085]",0.19544044137001038,"[-0.050803704058221655, 118.15244390193544]","[10.244997618169029, 10.302721859421906]","rectangles[[(796, 904) (903, 1011)]]",1,[10.0],[5.0],[17.0],"[(0.22591014555828173, 0.1785976516260853)]"
3,101/img-2011-07-01-1103-2.JPG,101,46.0,25.0,63.0,"[0.38713935, 0.21667577, 0.4745098277926445]",0.17426015436649323,"[0.14725175576814542, 211.28653530218153]","[10.261489011750744, 10.409289848862151]",rectangles[],0,[],[],[],[]
4,101/img-2011-07-01-1103-3.JPG,101,45.0,30.0,67.0,"[0.39063844, 0.19301292, 0.4274510070681572]",0.18303216993808746,"[1.4930313871921643, 77.23341245859851]","[10.182868887824348, 10.334961763794334]",rectangles[],0,[],[],[],[]
5,101/img-2011-07-01-1103-4.JPG,101,44.0,23.0,59.0,"[0.38866284, 0.21640727, 0.4705882593989372]",0.16903631389141083,"[-0.194365266095018, 129.43724348115578]","[10.236233281913705, 10.361771346808826]","rectangles[[(882, 779) (1067, 965)]]",1,[9.0],[6.0],[14.0],"[(0.08615568959944721, 0.11504474832710555)]"
6,101/img-2011-07-01-1103-5.JPG,101,44.0,28.0,64.0,"[0.3841148, 0.19036672, 0.41568630188703537]",0.19000542163848877,"[-1.5530676879723229, 282.04432275796654]","[10.24757133181729, 10.335918269314117]","rectangles[[(882, 779) (1067, 965)]]",1,[10.0],[7.0],[15.0],"[(0.11482907137332414, 0.11380445934249747)]"
7,101/img-2011-07-01-1103.JPG,101,45.0,23.0,59.0,"[0.37207887, 0.21985084, 0.5019608065485954]",0.17466087639331818,"[0.17176015132820327, 99.46356116689167]","[10.341704474622627, 10.339033779878383]","rectangles[[(784, 899) (913, 1028)]]",1,[14.0],[6.0],[24.0],"[(0.2532803652007522, 0.22342266608921582)]"
8,102/img-2011-07-01-1103-6.JPG,102,38.0,18.0,66.0,"[0.66811305, 0.25249857, 0.6705882400274277]",0.17451466619968414,"[1.4181469983996315, 52.61178575186362]","[10.31339847234249, 10.256314104683495]","rectangles[[(290, 1788) (675, 2173)], [(502, 798) (1167, 1464)]]",2,"[11.0, 20.0]","[8.0, 11.0]","[17.0, 33.0]","[(0.25821059841680916, 0.20858383016532533), (0.36211841218400304, 0.38092487666109076)]"
9,102/img-2011-07-01-1103-7.JPG,102,45.0,25.0,79.0,"[0.71786237, 0.25280568, 0.6666666567325592]",0.16572873294353485,"[-0.4726971357145894, 98.8382517044894]","[10.243321545841656, 10.304512924938985]","rectangles[[(290, 1788) (675, 2173)], [(502, 798) (1167, 1464)]]",2,"[18.0, 28.0]","[13.0, 17.0]","[27.0, 43.0]","[(0.21975189236332698, 0.17206530809420664), (0.35794557190108084, 0.389351052313534)]"
10,103/img-2011-07-01-1126-1.JPG,103,27.0,20.0,41.0,"[0.6421615, 0.22859862, 0.6313725411891937]",0.23404711484909058,"[0.08931399299322221, 67.26812023536856]","[10.301581133619202, 10.275733691366979]",rectangles[],0,[],[],[],[]
11,103/img-2011-07-01-1126-2.JPG,103,25.0,16.0,36.0,"[0.5611518, 0.22095358, 0.6117646992206573]",0.3061325252056122,"[0.38549386692932924, 74.46475676452586]","[10.30781328456587, 10.248581123631405]",rectangles[],0,[],[],[],[]
12,103/img-2011-07-01-1126-3.JPG,103,36.0,27.0,53.0,"[0.63495827, 0.23089482, 0.6470588147640228]",0.2635316848754883,"[0.6435011087932844, 65.0]","[10.294885006040507, 10.253251665759873]",rectangles[],0,[],[],[],[]
13,103/img-2011-07-01-1126-5.JPG,103,25.0,16.0,36.0,"[0.5611506, 0.22095017, 0.6117646992206573]",0.30613771080970764,"[0.348771003583907, 117.04699910719626]","[10.306099679936779, 10.243551723213896]",rectangles[],0,[],[],[],[]
14,103/img-2011-07-01-1126.JPG,103,19.0,12.0,30.0,"[0.5559785, 0.22199123, 0.6156862676143646]",0.27782413363456726,"[-0.0302937599187751, 66.03029607687671]","[10.299229446772493, 10.281795242875745]",rectangles[],0,[],[],[],[]
15,103/img-2011-07-01-1127-1.JPG,103,80.0,81.0,120.0,"[0.5920152, 0.24699494, 0.6313725560903549]",0.208358034491539,"[-0.12803821914325536, 336.7565886512096]","[10.254065102936197, 10.249889916975562]",rectangles[],0,[],[],[],[]
16,103/img-2011-07-01-1127.JPG,103,61.0,59.0,99.0,"[0.6192766, 0.24970827, 0.6705882251262665]",0.20391970872879028,"[-1.0287970490075655, 217.1174797200815]","[10.230292005202918, 10.25493408172514]",rectangles[],0,[],[],[],[]
17,104/img-2011-07-01-1224-1.JPG,104,61.0,38.0,91.0,"[0.5283582, 0.31221396, 0.8784313760697842]",0.1933811455965042,"[0.9056936403254024, 64.81512169239521]","[10.38215629392678, 10.30944147304161]",rectangles[],0,[],[],[],[]
18,104/img-2011-07-01-1224-2.JPG,104,62.0,38.0,93.0,"[0.58681285, 0.3106679, 0.9058823511004448]",0.23297958076000214,"[0.9330340359182007, 139.40229553346674]","[10.273863019942356, 10.331312818810458]","rectangles[[(913, 1427) (1375, 1889)], [(1900, 2198) (2123, 2421)]]",2,"[5.0, 12.0]","[2.0, 11.0]","[14.0, 28.0]","[(0.12098993564491138, 0.1001206957164942), (0.31983915706978905, 0.38958517170404566)]"
19,104/img-2011-07-01-1224-3.JPG,104,60.0,40.0,91.0,"[0.5689383, 0.30746883, 0.8901960775256157]",0.26618877053260803,"[1.0110600022767235, 186.45374761586316]","[10.21630979560838, 10.280948467576417]","rectangles[[(2289, 1824) (2396, 1931)], [(1221, 1632) (1683, 2094)], [(2575, 1859) (2704, 1988)], [(819, 751) (881, 813)]]",4,"[7.0, 6.0, 7.0, 5.0]","[2.0, 3.0, 3.0, 0.0]","[12.0, 13.0, 10.0, 8.0]","[(0.24018068605679, 0.2800964052936168), (0.298162235978358, 0.2432833353347457), (0.27545698385324063, 0.305085107923876), (0.25, 0.39330771231464134)]"
20,105/img-2011-07-01-1228.JPG,105,37.0,19.0,50.0,"[0.5411136, 0.22571366, 0.6431372612714767]",0.24539776146411896,"[-1.492012365805753, 76.23647421018367]","[10.295628288406071, 10.332418779787679]","rectangles[[(2825, 2220) (2899, 2294)]]",1,[4.0],[1.0],[7.0],"[(0.2857142857142857, 0.33333333333333337)]"
21,105/img-2011-07-01-1229-1.JPG,105,17.0,6.0,25.0,"[0.57589054, 0.24881053, 0.717647060751915]",0.24052971601486206,"[-1.5707963267948966, 103.0]","[10.14325791609105, 10.29842581321074]","rectangles[[(1430, 118) (1653, 341)]]",1,[2.0],[2.0],[4.0],"[(0.26214743865937834, 0.28890217487454534)]"
22,105/img-2011-07-01-1229-2.JPG,105,35.0,14.0,48.0,"[0.53700686, 0.21237168, 0.5882353037595749]",0.22512106597423553,"[1.2490457723982544, 75.8946638440411]","[10.208424055254294, 10.257332667028116]","rectangles[[(1682, 830) (2640, 1789)]]",1,[7.0],[4.0],[15.0],"[(0.24319490613482814, 0.226039782766553)]"
23,105/img-2011-07-01-1229.JPG,105,30.0,13.0,42.0,"[0.5538556, 0.23020476, 0.6627451032400131]",0.24262568354606628,"[-1.5560915044170451, 136.01470508735443]","[10.213248262109198, 10.288326996117117]","rectangles[[(1272, 2197) (1734, 2659)]]",1,[9.0],[4.0],[14.0],"[(0.2945006343596664, 0.3702444624911511)]"
24,106/img-2011-07-01-1629-1.JPG,106,35.0,14.0,52.0,"[0.5641554, 0.21402209, 0.6235294193029404]",0.09500602632761002,"[0.10827059086045604, 138.81282361511128]","[10.175220414007395, 10.23437146722645]","rectangles[[(1137, 2914) (1199, 2976)], [(1777, 811) (1999, 1034)]]",2,"[3.0, 7.0]","[1.0, 6.0]","[6.0, 14.0]","[(0.30213051959014864, 0.2487592975524973), (0.16130486864517188, 0.18074877644638038)]"
25,106/img-2011-07-01-1629-2.JPG,106,30.0,12.0,45.0,"[0.59652567, 0.17159264, 0.3843137323856354]",0.10208702087402344,"[0.449759613069839, 64.40496875241847]","[10.15878386360308, 10.247412456816466]",rectangles[],0,[],[],[],[]
26,106/img-2011-07-01-1629-3.JPG,106,28.0,12.0,45.0,"[0.5994283, 0.15463984, 0.3764705955982208]",0.11808177828788757,"[0.03277514440407577, 61.032778078668514]","[10.267620664918057, 10.303468452504697]","rectangles[[(1224, 692) (2022, 1491)]]",1,[9.0],[4.0],[18.0],"[(0.10969090208894212, 0.14509548591207844)]"
27,106/img-2011-07-01-1629.JPG,106,31.0,11.0,46.0,"[0.48600638, 0.28164113, 0.7372549138963223]",0.07701601833105087,"[0.32724500459985867, 115.10864433221339]","[10.234589692404626, 10.251199660680589]",rectangles[],0,[],[],[],[]
28,107/img-2011-07-01-1630-1.JPG,107,25.0,8.0,42.0,"[0.5338098, 0.30443946, 0.7568627521395683]",0.12774807214736938,"[0.20401797959254858, 59.22837157984339]","[10.148157458005885, 10.304331164327692]",rectangles[],0,[],[],[],[]
29,107/img-2011-07-01-1630.JPG,107,34.0,14.0,56.0,"[0.446965, 0.3046011, 0.7568627558648586]",0.06613773852586746,"[0.16743177847052315, 72.00694410957877]","[10.203253612321108, 10.34709661488532]","rectangles[[(1135, 1579) (1934, 2378)]]",1,[28.0],[13.0],[47.0],"[(0.22166384170594142, 0.26675566852192373)]"
30,107/img-2011-07-01-1631-1.JPG,107,14.0,7.0,27.0,"[0.43099323, 0.2957367, 0.7294117771089077]",0.10699958354234695,"[-0.12786991855999988, 70.57619995437555]","[10.079021656454039, 10.298098225940281]",rectangles[],0,[],[],[],[]
31,107/img-2011-07-01-1631-2.JPG,107,28.0,8.0,45.0,"[0.55634856, 0.26358598, 0.6705882400274277]",0.15014603734016418,"[0.5302157727766299, 134.46189051177288]","[10.258594538330067, 10.375977655063984]","rectangles[[(515, 2780) (567, 2831)]]",1,[3.0],[0.0],[5.0],"[(0.3922322702763681, 0.334196428506501)]"
32,107/img-2011-07-01-1631.JPG,107,28.0,10.0,47.0,"[0.48124614, 0.28733587, 0.7294117733836174]",0.10448581725358963,"[1.0875433869368858, 114.06138698087096]","[10.167641222995174, 10.196598315635002]","rectangles[[(49, 1626) (85, 1662)]]",1,[6.0],[0.0],[9.0],"[(0.75, 0.35300566479164913)]"
33,107/img-2011-07-01-1633-1.JPG,107,35.0,15.0,57.0,"[0.480979, 0.2773499, 0.733333345502615]",0.0807686597108841,"[0.06807645825799948, 88.20430828479978]","[10.195596110758357, 10.341592860317169]",rectangles[],0,[],[],[],[]
34,107/img-2011-07-01-1633-2.JPG,107,33.0,12.0,56.0,"[0.46701917, 0.28017178, 0.7137254998087883]",0.12393627315759659,"[-0.23602367862589738, 81.25269226308751]","[10.02938530724158, 10.260306803948101]","rectangles[[(583, 736) (1963, 2117)]]",1,[21.0],[8.0],[35.0],"[(0.3187419252529759, 0.31799631254714567)]"
35,107/img-2011-07-01-1633-3.JPG,107,28.0,10.0,50.0,"[0.5186384, 0.32121345, 0.7450980469584465]",0.12961265444755554,"[-0.7772682612175044, 86.97700845625813]","[10.09853152940035, 10.270361231786266]","rectangles[[(583, 1197) (1963, 2577)]]",1,[10.0],[5.0],[22.0],"[(0.35954351110304417, 0.37244309124117714)]"
36,107/img-2011-07-01-1633.JPG,107,30.0,9.0,51.0,"[0.5177643, 0.27124095, 0.709803931415081]",0.12832078337669373,"[1.1708920303267776, 105.30906893520614]","[9.898993593174755, 10.206889460898887]",rectangles[],0,[],[],[],[]
37,108/img-2011-07-04-1406-1.JPG,108,75.0,53.0,120.0,"[0.455712, 0.36739862, 0.960784312337637]",0.2489394247531891,"[1.4319888607122946, 137.32079230764728]","[10.318685630075384, 10.27776129317146]","rectangles[[(2544, 1034) (2767, 1257)]]",1,[11.0],[7.0],[22.0],"[(0.2178771067366818, 0.21801472120431956)]"
38,108/img-2011-07-04-1406-2.JPG,108,83.0,65.0,125.0,"[0.46522844, 0.363116, 0.9529411755502224]",0.2708788812160492,"[-1.0335974273055508, 213.00234740490538]","[10.28800357591914, 10.282248684660203]","rectangles[[(2429, 1003) (2697, 1271)], [(1925, 1133) (2148, 1356)]]",2,"[19.0, 13.0]","[12.0, 8.0]","[34.0, 22.0]","[(0.21090291469842182, 0.21391950727641842), (0.26937469790996077, 0.25570825787629875)]"
39,108/img-2011-07-04-1406.JPG,108,87.0,71.0,127.0,"[0.42930958, 0.37314552, 0.960784312337637]",0.2776806950569153,"[0.5255837935516102, 57.8013840664737]","[10.169317764909843, 10.278689687579268]","rectangles[[(2594, 1282) (2817, 1505)], [(2049, 1381) (2272, 1604)]]",2,"[13.0, 22.0]","[9.0, 12.0]","[24.0, 36.0]","[(0.17561154876144724, 0.19535614303781973), (0.35691530512412484, 0.310767676721075)]"
40,109/img-2011-07-04-1516-1.JPG,109,47.0,31.0,76.0,"[0.6349633, 0.2901748, 0.7725490182638168]",0.2806023955345154,"[-0.2135604334804882, 169.85876486069242]","[10.165461192554138, 10.301473154694502]","rectangles[[(889, 890) (2270, 2270)], [(603, 2733) (1401, 3532)]]",2,"[18.0, 6.0]","[9.0, 3.0]","[31.0, 15.0]","[(0.3227720615189165, 0.34336847747077853), (0.3862732047983154, 0.36245889814234966)]"
41,109/img-2011-07-04-1516-2.JPG,109,44.0,25.0,71.0,"[0.64066535, 0.28648278, 0.7568627446889877]",0.26962509751319885,"[-1.4505008498669425, 183.3248482884958]","[10.287899012376977, 10.276371888457653]","rectangles[[(869, 486) (2019, 1636)], [(603, 2023) (1401, 2822)]]",2,"[15.0, 8.0]","[7.0, 3.0]","[26.0, 16.0]","[(0.3488211275597083, 0.3619495964437282), (0.45708716512076925, 0.3774641145369698)]"
42,109/img-2011-07-04-1516-3.JPG,109,59.0,39.0,89.0,"[0.7177462, 0.2574679, 0.6823529303073883]",0.3183150887489319,"[-0.19335789673109366, 145.71547618561317]","[10.218776131226145, 10.261863596985581]","rectangles[[(1241, 1168) (1907, 1833)], [(1067, 2300) (1529, 2762)]]",2,"[8.0, 4.0]","[3.0, 2.0]","[17.0, 10.0]","[(0.3095231479787528, 0.3111996206015635), (0.44986191077120674, 0.35751366402488066)]"
43,109/img-2011-07-04-1516-4.JPG,109,78.0,66.0,111.0,"[0.6643798, 0.2621815, 0.7333333194255829]",0.3759649693965912,"[-1.1341691669813554, 198.63534428696218]","[10.244434985940043, 10.305143225892513]","rectangles[[(1774, 788) (2328, 1343)], [(1580, 1838) (2043, 2300)], [(1557, 410) (1593, 446)]]",3,"[13.0, 5.0, 14.0]","[4.0, 2.0, 0.0]","[22.0, 12.0, 21.0]","[(0.30753335195719367, 0.31546429211444915), (0.4489928259291204, 0.3752784146348201), (0.24142135623730948, 0.42677669529663687)]"
44,109/img-2011-07-04-1516-5.JPG,109,97.0,88.0,127.0,"[0.46193528, 0.2843158, 0.7803921550512314]",0.4489019513130188,"[-0.14816002073183138, 67.7421582177598]","[10.243451515490046, 10.235552814688974]","rectangles[[(1478, 736) (1746, 1003)]]",1,[7.0],[6.0],[17.0],"[(0.2631208656455297, 0.2703690774846722)]"
45,109/img-2011-07-04-1516.JPG,109,57.0,37.0,86.0,"[0.60101146, 0.3014235, 0.8392156809568405]",0.2735324501991272,"[0.08314123188844123, 60.207972893961475]","[10.290290359537662, 10.352318045311897]","rectangles[[(1043, 937) (2001, 1895)], [(1389, 2499) (2055, 3165)]]",2,"[19.0, 4.0]","[9.0, 2.0]","[26.0, 11.0]","[(0.3763664056110179, 0.3106434123396484), (0.2591439882962253, 0.31202383060273436)]"
46,110/img-2011-07-04-1518-1.JPG,110,76.0,70.0,111.0,"[0.6275033, 0.2911576, 0.7960784286260605]",0.3141495883464813,"[-0.6696389456766376, 275.4941015702514]","[10.258497855888908, 10.27698162227912]","rectangles[[(1096, 850) (1650, 1404)], [(1991, 1221) (2453, 1684)]]",2,"[23.0, 7.0]","[7.0, 3.0]","[37.0, 14.0]","[(0.33028345602761683, 0.290255838935142), (0.3227793475211306, 0.3141853363898535)]"
47,111/img-2011-07-06-2120-1.JPG,111,29.0,9.0,41.0,"[0.5519844, 0.23905593, 0.674509808421135]",0.20675237476825714,"[0.019605330857204686, 51.0098029794274]","[10.285230799316798, 10.324480954660038]","rectangles[[(617, 830) (1575, 1789)]]",1,[13.0],[7.0],[24.0],"[(0.33549995813503275, 0.32961675031460763)]"
48,111/img-2011-07-06-2120-2.JPG,111,26.0,8.0,38.0,"[0.5552479, 0.22905833, 0.6431372612714767]",0.20954033732414246,"[1.550798992821746, 50.00999900019995]","[10.317965082436691, 10.278527531095007]","rectangles[[(780, 958) (1579, 1757)], [(1170, 2300) (1632, 2762)]]",2,"[8.0, 7.0]","[6.0, 5.0]","[15.0, 11.0]","[(0.2982153590083173, 0.27572782640711424), (0.40005212832513637, 0.3695445016659103)]"
49,111/img-2011-07-06-2120.JPG,111,30.0,10.0,50.0,"[0.49374178, 0.24435948, 0.623529426753521]",0.23496350646018982,"[-1.5707963267948966, 152.0]","[10.257364744130951, 10.328796663012836]","rectangles[[(1046, 958) (1845, 1757)]]",1,[9.0],[6.0],[14.0],"[(0.04299116057101312, 0.047262512169054416)]"
50,112/img-2011-07-08-1236-1.JPG,112,60.0,38.0,96.0,"[0.47231665, 0.28304043, 0.7333333417773247]",0.22429946064949036,"[-1.3892724499368059, 160.63934760823702]","[10.334563356430033, 10.294995363142526]","rectangles[[(2488, 455) (2809, 776)]]",1,[7.0],[4.0],[14.0],"[(0.28073941786395795, 0.3159377684158845)]"
51,112/img-2011-07-08-1236.JPG,112,58.0,32.0,88.0,"[0.5220377, 0.26117727, 0.6941176503896713]",0.20335979759693146,"[-0.8899874978790691, 128.68954891520912]","[10.178559106804983, 10.308884774645646]","rectangles[[(2489, 676) (2756, 944)]]",1,[6.0],[5.0],[12.0],"[(0.248973301616926, 0.29322840718825777)]"
52,113/img-2011-07-08-1243-1.JPG,113,65.0,51.0,81.0,"[0.5157765, 0.23764543, 0.647058829665184]",0.1092170774936676,"[0.9499737749722288, 202.85216291674092]","[10.207034613590146, 10.236195755132375]","rectangles[[(911, 850) (1466, 1404)]]",1,[21.0],[5.0],[21.0],"[(0.33252008519637993, 0.2648082557111257)]"
53,113/img-2011-07-08-1243.JPG,113,67.0,55.0,83.0,"[0.4950855, 0.26185057, 0.7333333343267441]",0.1335662603378296,"[1.1347914444368148, 97.082439194738]","[10.197874064578937, 10.29220543713853]","rectangles[[(418, 1096) (972, 1651)]]",1,[24.0],[7.0],[26.0],"[(0.35763842140686364, 0.29623876729169457)]"
54,114/img-2011-07-08-1250-1.JPG,114,47.0,11.0,54.0,"[0.47672737, 0.34589735, 0.9215686246752739]",0.21743513643741608,"[-1.5569083308639295, 72.00694410957877]","[10.14455832447292, 10.182087172753354]","rectangles[[(1167, 1094) (1833, 1760)]]",1,[5.0],[3.0],[10.0],"[(0.27565551337707567, 0.2972562789497808)]"
55,114/img-2011-07-08-1250.JPG,114,50.0,10.0,62.0,"[0.5483382, 0.32304657, 0.9215686246752739]",0.25360801815986633,"[-1.5304955784911152, 124.10076550932311]","[10.1931773087424, 10.267956764876184]","rectangles[[(869, 1136) (1668, 1934)]]",1,[7.0],[4.0],[11.0],"[(0.2755102618931715, 0.2762035566890441)]"
56,116/img-2011-07-16-1749-1.JPG,116,43.0,21.0,66.0,"[0.52424496, 0.28449273, 0.7686274498701096]",0.4859842360019684,"[-1.2748702883306882, 171.45261736118232]","[10.143267318138028, 10.314685852052868]","rectangles[[(1240, 848) (1561, 1169)], [(1916, 846) (2301, 1232)], [(2258, 718) (2643, 1103)]]",3,"[7.0, 8.0, 9.0]","[5.0, 5.0, 5.0]","[13.0, 16.0, 16.0]","[(0.3793234216363297, 0.3778786597550825), (0.36002864131634493, 0.3391887716754388), (0.27326362422288203, 0.34181789402192864)]"
57,116/img-2011-07-16-1749-2.JPG,116,42.0,17.0,65.0,"[0.520305, 0.31310272, 0.8313725516200066]",0.4254434108734131,"[-0.832533037210949, 150.07331541616585]","[10.213849213654827, 10.257184691388526]","rectangles[[(1103, 804) (1488, 1189)], [(1846, 848) (2167, 1169)], [(2173, 632) (2558, 1018)], [(1508, 1390) (1776, 1657)]]",4,"[8.0, 7.0, 9.0, 8.0]","[5.0, 5.0, 5.0, 6.0]","[17.0, 13.0, 16.0, 12.0]","[(0.3507078682184836, 0.3359013298036044), (0.35567436993946305, 0.34781193919442893), (0.3208689492941871, 0.39826011121877813), (0.3835930345944949, 0.3976321210806059)]"
58,117/img-2011-07-22-2039-1.JPG,117,32.0,10.0,38.0,"[0.55687076, 0.25668326, 0.7333333343267441]",0.27113160490989685,"[-0.8721365020734334, 97.94896630388705]","[10.248964210837089, 10.27456644061062]","rectangles[[(357, 613) (1508, 1764)], [(1635, 1252) (2785, 2403)], [(962, 2412) (1005, 2455)]]",3,"[7.0, 7.0, 2.0]","[4.0, 4.0, 0.0]","[13.0, 16.0, 4.0]","[(0.30103732623992263, 0.29469374397272996), (0.3509598185606146, 0.38022598972877286), (0.24806946917841693, 0.3333333333333333)]"
59,117/img-2011-07-22-2039-2.JPG,117,24.0,8.0,41.0,"[0.57000387, 0.23477516, 0.6313725560903549]",0.2922036349773407,"[0.05627853628876196, 71.11258679024411]","[10.285979971406126, 10.282240886076156]","rectangles[[(276, 430) (1656, 1810)], [(1891, 1252) (3041, 2403)]]",2,"[8.0, 6.0]","[5.0, 4.0]","[20.0, 15.0]","[(0.29145537883009187, 0.2679606830743869), (0.337808962383675, 0.3706782905798968)]"
60,117/img-2011-07-22-2039.JPG,117,32.0,11.0,42.0,"[0.5837599, 0.24112992, 0.6588235348463058]",0.27931737899780273,"[0.05352026845931512, 56.08029957123981]","[10.266953752475402, 10.328437320589076]","rectangles[[(485, 358) (1635, 1508)], [(2001, 1150) (2960, 2108)]]",2,"[8.0, 6.0]","[5.0, 4.0]","[17.0, 13.0]","[(0.2893750650645818, 0.27785890993941054), (0.3607084445663345, 0.39807423328548136)]"
61,118/img-2011-07-16-1747-1.JPG,118,37.0,23.0,59.0,"[0.5976574, 0.25550652, 0.7215686291456223]",0.4887251853942871,"[1.1314354395103052, 110.4943437466371]","[10.260128692355249, 10.285427786115742]","rectangles[[(946, 946) (1611, 1612)], [(788, 2082) (1342, 2637)]]",2,"[5.0, 4.0]","[3.0, 2.0]","[12.0, 9.0]","[(0.35065769544689895, 0.33580417285085373), (0.3836356135987186, 0.33591586398742124)]"
62,118/img-2011-07-16-1747.JPG,118,46.0,27.0,73.0,"[0.613755, 0.26765722, 0.7529411762952805]",0.45014533400535583,"[-1.429485095205146, 241.40629652103112]","[10.235737251299328, 10.257993784943306]","rectangles[[(1019, 1094) (1685, 1760)], [(726, 2144) (1281, 2699)]]",2,"[9.0, 9.0]","[6.0, 6.0]","[14.0, 14.0]","[(0.061902453940046814, 0.07628112721010585), (0.311682985877551, 0.27979409421956153)]"
63,119/img-2011-07-16-1747-2.JPG,119,35.0,30.0,57.0,"[0.5140271, 0.31223187, 0.8039215728640556]",0.4446895122528076,"[-0.011235482257962729, 89.00561780022652]","[10.240743411616101, 10.269588249547752]","rectangles[[(1256, 1256) (2214, 2215)]]",1,[7.0],[5.0],[12.0],"[(0.14577434570521694, 0.19072182960556672)]"
64,119/img-2011-07-16-1747-3.JPG,119,27.0,9.0,49.0,"[0.63210505, 0.28484675, 0.7921568602323532]",0.4475906491279602,"[1.3083369269686203, 69.3757882838098]","[10.142843089103557, 10.310606442168114]","rectangles[[(1682, 1363) (2640, 2321)]]",1,[6.0],[4.0],[11.0],"[(0.3358923244164846, 0.3581728853294834)]"
65,120/img-2011-07-16-1747-4.JPG,120,53.0,35.0,66.0,"[0.5383889, 0.32317156, 0.8509803935885429]",0.3578804135322571,"[0.3268266529299407, 249.19069003476034]","[10.192697147187163, 10.274056911361187]","rectangles[[(1659, 461) (2044, 846)], [(1121, 1022) (1157, 1058)]]",2,"[5.0, 4.0]","[3.0, 0.0]","[8.0, 6.0]","[(0.3382761709492307, 0.3595437368301017), (0.423606797749979, 0.3579395538830646)]"
66,120/img-2011-07-16-1748.JPG,120,59.0,34.0,96.0,"[0.54326564, 0.32374725, 0.8705882355570793]",0.3286861181259155,"[-1.4896739346939956, 123.40583454602137]","[10.22843600044194, 10.345369947171616]","rectangles[[(1525, 776) (1846, 1097)], [(1152, 1241) (1419, 1509)]]",2,"[5.0, 4.0]","[3.0, 4.0]","[11.0, 11.0]","[(0.3303917276023261, 0.3196722098982924), (0.25129565033368073, 0.2804748854234328)]"
67,121/img-2011-07-23-1520-1.JPG,121,59.0,37.0,88.0,"[0.48584542, 0.29915637, 0.8823529407382011]",0.19681335985660553,"[0.07393903765794034, 81.2219182240853]","[10.250889437162499, 10.275949958227136]","rectangles[[(776, 1026) (1097, 1347)], [(1702, 1317) (2087, 1702)], [(2515, 1060) (2900, 1446)], [(2966, 366) (3152, 552)], [(135, 2043) (197, 2105)]]",5,"[11.0, 12.0, 12.0, 15.0, 7.0]","[6.0, 6.0, 5.0, 5.0, 1.0]","[15.0, 20.0, 18.0, 22.0, 13.0]","[(0.2636904579788519, 0.20963225241337866), (0.2525981981402378, 0.2633577420965591), (0.3257564511074829, 0.3387884566575711), (0.30319568349458703, 0.1878024134104982), (0.3321819194149599, 0.3687817782917155)]"
68,121/img-2011-07-23-1520-2.JPG,121,66.0,45.0,99.0,"[0.5342162, 0.31509563, 0.874509796500206]",0.1885533332824707,"[0.10639285469890415, 103.58571330062848]","[10.16343570919987, 10.245338038408542]","rectangles[[(1092, 1093) (1360, 1360)], [(2130, 1446) (2515, 1831)], [(2951, 1240) (3272, 1561)], [(1657, 1003) (1924, 1271)]]",4,"[14.0, 12.0, 8.0, 7.0]","[6.0, 6.0, 5.0, 5.0]","[15.0, 20.0, 14.0, 14.0]","[(0.2388302116011858, 0.19814381135151637), (0.283563594105497, 0.34332301527274306), (0.3145097472033341, 0.3413155322273724), (0.24365554708371223, 0.2557646371136073)]"
69,121/img-2011-07-23-1520.JPG,121,60.0,40.0,91.0,"[0.5292435, 0.31871682, 0.8784313723444939]",0.1842816323041916,"[-0.04995839572194276, 60.07495318350236]","[10.148398407353497, 10.236460977283253]","rectangles[[(1152, 1003) (1419, 1271)], [(2951, 1062) (3272, 1383)], [(3193, 387) (3379, 573)]]",3,"[9.0, 11.0, 15.0]","[6.0, 6.0, 6.0]","[13.0, 18.0, 24.0]","[(0.2575139850557298, 0.22002260213027455), (0.24915260592652816, 0.2370619056437327), (0.3010651910579531, 0.23169609824527135)]"
70,122/img-2011-07-24-1211-1.JPG,122,35.0,18.0,56.0,"[0.52153796, 0.22683513, 0.6078431457281113]",0.1815607249736786,"[-0.8130154492789906, 128.03515142334936]","[10.29213817509909, 10.346548585492885]","rectangles[[(2450, 1419) (2636, 1604)], [(2842, 1212) (3028, 1398)]]",2,"[9.0, 4.0]","[4.0, 2.0]","[13.0, 7.0]","[(0.2191088123790562, 0.20670068507424366), (0.17308367164747593, 0.16694222384762533)]"
